sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x_gauss,mag_y_gauss,mag_z_gauss,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
332,13.280055770001127,vn200,VNYMR,-83.461,6.623,0.076,0.027,0.0558,0.2624,1.111,0.002,-9.527,0.001111,0.000535,-4.6e-05,,,,,,,,,,"$VNYMR,-083.461,+006.623,+000.076,+00.0270,+00.0558,+00.2624,+01.111,+00.002,-09.527,+00.001111,+00.000535,-00.000046*65"
333,13.320056579001175,vn200,VNYMR,-83.461,6.623,0.075,0.0253,0.0536,0.2655,1.097,-0.015,-9.533,-0.00028,0.000658,-0.000483,,,,,,,,,,"$VNYMR,-083.461,+006.623,+000.075,+00.0253,+00.0536,+00.2655,+01.097,-00.015,-09.533,-00.000280,+00.000658,-00.000483*6A"
334,13.36005590700006,vn200,VNYMR,-83.46,6.622,0.077,0.0241,0.055,0.2641,1.088,-0.01,-9.541,0.001075,-0.001011,0.000778,,,,,,,,,,"$VNYMR,-083.460,+006.622,+000.077,+00.0241,+00.0550,+00.2641,+01.088,-00.010,-09.541,+00.001075,-00.001011,+00.000778*62"
335,13.400056236001546,vn200,VNYMR,-83.461,6.623,0.077,0.026,0.0536,0.2636,1.101,-0.007,-9.52,0.0004,-0.000725,0.000972,,,,,,,,,,"$VNYMR,-083.461,+006.623,+000.077,+00.0260,+00.0536,+00.2636,+01.101,-00.007,-09.520,+00.000400,-00.000725,+00.000972*62"
336,13.440056267001637,vn200,VNYMR,-83.46,6.623,0.078,0.0264,0.0531,0.2641,1.102,-0.009,-9.581,-0.000271,-0.000448,-9.3e-05,,,,,,,,,,"$VNYMR,-083.460,+006.623,+000.078,+00.0264,+00.0531,+00.2641,+01.102,-00.009,-09.581,-00.000271,-00.000448,-00.000093*67"
337,13.480056096001135,vn200,VNYMR,-83.46,6.622,0.078,0.0255,0.0546,0.2636,1.096,-0.025,-9.541,0.000621,-0.000663,0.000132,,,,,,,,,,"$VNYMR,-083.460,+006.622,+000.078,+00.0255,+00.0546,+00.2636,+01.096,-00.025,-09.541,+00.000621,-00.000663,+00.000132*6A"
338,13.520056294000824,vn200,VNYMR,-83.46,6.622,0.077,0.0257,0.0548,0.2657,1.104,-0.014,-9.526,-0.000222,-0.000328,0.000292,,,,,,,,,,"$VNYMR,-083.460,+006.622,+000.077,+00.0257,+00.0548,+00.2657,+01.104,-00.014,-09.526,-00.000222,-00.000328,+00.000292*65"
339,13.560056215001168,vn200,VNYMR,-83.461,6.622,0.077,0.0253,0.0546,0.2636,1.119,-0.019,-9.549,-0.000287,0.000432,-0.00088,,,,,,,,,,"$VNYMR,-083.461,+006.622,+000.077,+00.0253,+00.0546,+00.2636,+01.119,-00.019,-09.549,-00.000287,+00.000432,-00.000880*6B"
340,13.600056043000222,vn200,VNYMR,-83.462,6.622,0.078,0.026,0.0546,0.2631,1.109,-0.019,-9.53,0.001205,0.000534,-7.3e-05,,,,,,,,,,"$VNYMR,-083.462,+006.622,+000.078,+00.0260,+00.0546,+00.2631,+01.109,-00.019,-09.530,+00.001205,+00.000534,-00.000073*61"
341,13.640055501000461,vn200,VNYMR,-83.463,6.623,0.078,0.0257,0.0538,0.2641,1.121,-0.029,-9.526,-0.001149,0.000645,0.0012,,,,,,,,,,"$VNYMR,-083.463,+006.623,+000.078,+00.0257,+00.0538,+00.2641,+01.121,-00.029,-09.526,-00.001149,+00.000645,+00.001200*6C"
342,13.68005558799996,vn200,VNYMR,-83.464,6.624,0.078,0.0274,0.0543,0.2662,1.092,-0.026,-9.55,0.000749,0.001147,0.000482,,,,,,,,,,"$VNYMR,-083.464,+006.624,+000.078,+00.0274,+00.0543,+00.2662,+01.092,-00.026,-09.550,+00.000749,+00.001147,+00.000482*6F"
343,13.720055305000642,vn200,VNYMR,-83.464,6.624,0.079,0.026,0.0541,0.2646,1.113,-0.009,-9.558,0.000357,0.001029,-0.000144,,,,,,,,,,"$VNYMR,-083.464,+006.624,+000.079,+00.0260,+00.0541,+00.2646,+01.113,-00.009,-09.558,+00.000357,+00.001029,-00.000144*69"
